"","ind","set","c","bp","coverage"
"3781",83,"H3K36me3-human_GM12878_ENCFF001SUJ",1017717832,580278190,1.75384470679486
"3782",83,"H3K36me3-human_GM12878_ENCFF001WYF",309768337,96031201,3.22570512265071
"3783",83,"H3K36me3-human_GM12878_ENCFF001WYH",309901149,94013533,3.29634616539727
"3784",83,"H3K36me3-human_lung_ENCFF457NNG",130790478,59362744,2.20324178410621
"3785",83,"H3K4me1-human_GM12878_ENCFF001SUE",666494233,368077180,1.81074586857028
"3786",83,"H3K4me1-human_lung_ENCFF209XDL",270627428,128997637,2.09792546820063
"3787",83,"H3K4me2-human_GM12878_ENCFF001SUL",356055009,213945450,1.66423267706792
"3788",83,"H3K4me2-human_lung_ENCFF270NMV",229051387,112466077,2.03662644870239
"3789",83,"H3K4me3-human_GM12878_ENCFF001SUF",430602921,245538981,1.75370492801711
"3790",83,"H3K4me3-human_GM12878_ENCFF001SUM",313564903,185179234,1.69330489292336
"3791",83,"H3K4me3-human_lung_ENCFF347EMU",99831798,50370689,1.98194227599309
"3792",83,"H3K4me3-human_lung_ENCFF361TGO",83119536,41775242,1.98968412917871
"3793",83,"H3K79me2-human_GM12878_ENCFF001SUN",500760081,288163197,1.73776556553126
"3794",83,"H3K79me2-human_lung_ENCFF292NSP",216592803,107574476,2.01342187341912
"3795",83,"H3K9ac-human_GM12878_ENCFF001SUO",216274624,133249659,1.62307825493197
"3796",83,"H3K9ac-human_lung_ENCFF555OKO",104900953,51487077,2.03742296343605
"3797",83,"H3K9me2-human_lung_ENCFF447MUW",20645192,7775978,2.65499619469088
"3798",83,"H3K9me3-human_GM12878_ENCFF001SUP",1046348466,539366538,1.93995806614166
"3799",83,"H3K9me3-human_lung_ENCFF813YSM",71258669,30399782,2.34405197379376
"3800",83,"H4K20me1-human_GM12878_ENCFF001SUQ",1408609314,722115670,1.95066991691234
"3801",83,"H4K20me1-human_lung_ENCFF272PZA",99789566,45394239,2.19828701170649
"3802",83,"10_Rep1_iHMM_GM12878",55564583,23265451,2.38828737942798
"3803",83,"11_Rep2_iHMM_GM12878",851450469,357828059,2.37949609479898
"3804",83,"12_Het1_iHMM_GM12878",149828724,60241709,2.48712605414299
"3805",83,"13_Het2_iHMM_GM12878",424645159,185278244,2.2919321223705
"3806",83,"14_Low1_iHMM_GM12878",800830016,354762932,2.25736666309884
"3807",83,"15_Low2_iHMM_GM12878",1221286960,570455209,2.14089895355833
"3808",83,"16_Low3_iHMM_GM12878",97897971,48345445,2.02496783306059
"3809",83,"17_Unmap_iHMM_GM12878",907553029,727072978,1.24822824731632
"3810",83,"1_Pro_iHMM_GM12878",77500553,46202532,1.67740921644727
"3811",83,"2_Enh1_iHMM_GM12878",159217854,69442161,2.29281248894314
"3812",83,"3_Enh2_iHMM_GM12878",222951680,94941407,2.34830815178461
"3813",83,"4_Egn1_iHMM_GM12878",121761925,55600976,2.18992423802057
"3814",83,"5_Egn2_iHMM_GM12878",87740638,40028756,2.19194016421595
"3815",83,"6_Egn3_iHMM_GM12878",425231921,180155677,2.36035815291016
"3816",83,"7_Egn4_iHMM_GM12878",217998992,97075950,2.24565396475646
"3817",83,"8_Egn5_iHMM_GM12878",70684361,30156712,2.34390145052949
"3818",83,"9_Egn6_iHMM_GM12878",324933333,150264385,2.16241082675712
"3819",84,"All_reads",4969154142,3e+09,1.656384714
"3820",84,"H2AFZ-human_GM12878_ENCFF001SUD",481287938,288036491,1.67092695904284
"3821",84,"H2AFZ-human_lung_ENCFF888SIA",111714493,48896494,2.28471376700342
"3822",84,"H3F3A-human_lung_ENCFF926ZHI",207590476,103936536,1.99728107159546
"3823",84,"H3K27ac-human_GM12878_ENCFF001SUG",247761318,166141897,1.49126332655272
"3824",84,"H3K27ac-human_lung_ENCFF371BKL",170283386,89536868,1.90182424071389
"3825",84,"H3K27me3-human_GM12878_ENCFF001SUI",1913602840,1022773586,1.87099360620367
"3826",84,"H3K27me3-human_lung_ENCFF468ZHH",285884491,146540119,1.95089572023618
"3827",84,"H3K36me3-human_GM12878_ENCFF001SUJ",929494109,580278190,1.601807762239
"3828",84,"H3K36me3-human_GM12878_ENCFF001WYF",263249542,96031201,2.74129178078279
"3829",84,"H3K36me3-human_GM12878_ENCFF001WYH",262165495,94013533,2.7885931592423
"3830",84,"H3K36me3-human_lung_ENCFF457NNG",120232774,59362744,2.02539111062656
"3831",84,"H3K4me1-human_GM12878_ENCFF001SUE",602294105,368077180,1.63632557986887
"3832",84,"H3K4me1-human_lung_ENCFF209XDL",249607290,128997637,1.9349756771126
"3833",84,"H3K4me2-human_GM12878_ENCFF001SUL",317031615,213945450,1.48183387400854
"3834",84,"H3K4me2-human_lung_ENCFF270NMV",210473787,112466077,1.8714424172544
"3835",84,"H3K4me3-human_GM12878_ENCFF001SUF",389203098,245538981,1.5850969830326
"3836",84,"H3K4me3-human_GM12878_ENCFF001SUM",281548912,185179234,1.52041298539986
"3837",84,"H3K4me3-human_lung_ENCFF347EMU",91127827,50370689,1.80914394480488
"3838",84,"H3K4me3-human_lung_ENCFF361TGO",75767512,41775242,1.81369414927626
"3839",84,"H3K79me2-human_GM12878_ENCFF001SUN",454871460,288163197,1.5785203132654
"3840",84,"H3K79me2-human_lung_ENCFF292NSP",198177695,107574476,1.84223713996989
"3841",84,"H3K9ac-human_GM12878_ENCFF001SUO",189275141,133249659,1.42045497467277
"3842",84,"H3K9ac-human_lung_ENCFF555OKO",95715046,51487077,1.85901106796177
"3843",84,"H3K9me2-human_lung_ENCFF447MUW",20645644,7775978,2.65505432242735
"3844",84,"H3K9me3-human_GM12878_ENCFF001SUP",986004113,539366538,1.82807802029424
"3845",84,"H3K9me3-human_lung_ENCFF813YSM",67307068,30399782,2.21406416664435
"3846",84,"H4K20me1-human_GM12878_ENCFF001SUQ",1270359556,722115670,1.75921892956567
"3847",84,"H4K20me1-human_lung_ENCFF272PZA",89613503,45394239,1.97411620888721
"3848",84,"10_Rep1_iHMM_GM12878",47481921,23265451,2.04087687790793
"3849",84,"11_Rep2_iHMM_GM12878",818372262,357828059,2.28705447048243
"3850",84,"12_Het1_iHMM_GM12878",134746476,60241709,2.23676383417343
"3851",84,"13_Het2_iHMM_GM12878",407992195,185278244,2.20205128347395
"3852",84,"14_Low1_iHMM_GM12878",791416146,354762932,2.23083099899513
"3853",84,"15_Low2_iHMM_GM12878",1218894384,570455209,2.13670480130544
"3854",84,"16_Low3_iHMM_GM12878",99124593,48345445,2.05033986138715
"3855",84,"17_Unmap_iHMM_GM12878",859884624,727072978,1.18266618347629
"3856",84,"1_Pro_iHMM_GM12878",68349835,46202532,1.47935258180223
"3857",84,"2_Enh1_iHMM_GM12878",144680263,69442161,2.08346429483956
"3858",84,"3_Enh2_iHMM_GM12878",207164397,94941407,2.18202366644935
"3859",84,"4_Egn1_iHMM_GM12878",110256501,55600976,1.98299578410278
"3860",84,"5_Egn2_iHMM_GM12878",81722048,40028756,2.04158350561781
"3861",84,"6_Egn3_iHMM_GM12878",373669354,180155677,2.07414698344477
"3862",84,"7_Egn4_iHMM_GM12878",194010235,97075950,1.99854067871599
"3863",84,"8_Egn5_iHMM_GM12878",64899637,30156712,2.15207934472432
"3864",84,"9_Egn6_iHMM_GM12878",302550912,150264385,2.01345722740621
"3865",85,"All_reads",5528017332,3e+09,1.842672444
"3866",85,"H2AFZ-human_GM12878_ENCFF001SUD",543020090,288036491,1.88524755358167
"3867",85,"H2AFZ-human_lung_ENCFF888SIA",123186205,48896494,2.51932592549478
"3868",85,"H3F3A-human_lung_ENCFF926ZHI",235860270,103936536,2.2692719911312
"3869",85,"H3K27ac-human_GM12878_ENCFF001SUG",286183222,166141897,1.72252289860396
"3870",85,"H3K27ac-human_lung_ENCFF371BKL",192195299,89536868,2.14654927398175
"3871",85,"H3K27me3-human_GM12878_ENCFF001SUI",2135843959,1022773586,2.08828619377349
"3872",85,"H3K27me3-human_lung_ENCFF468ZHH",323971118,146540119,2.21080152118615
"3873",85,"H3K36me3-human_GM12878_ENCFF001SUJ",1062225290,580278190,1.8305449150174
"3874",85,"H3K36me3-human_GM12878_ENCFF001WYF",308405382,96031201,3.21151228755329
"3875",85,"H3K36me3-human_GM12878_ENCFF001WYH",308001012,94013533,3.27613485177714
"3876",85,"H3K36me3-human_lung_ENCFF457NNG",135924070,59362744,2.2897201315357
"3877",85,"H3K4me1-human_GM12878_ENCFF001SUE",690136884,368077180,1.87497873136281
"3878",85,"H3K4me1-human_lung_ENCFF209XDL",281602576,128997637,2.18300569335235
"3879",85,"H3K4me2-human_GM12878_ENCFF001SUL",366774086,213945450,1.71433459323393
"3880",85,"H3K4me2-human_lung_ENCFF270NMV",237584099,112466077,2.11249565502316
"3881",85,"H3K4me3-human_GM12878_ENCFF001SUF",446391509,245538981,1.81800668546393
"3882",85,"H3K4me3-human_GM12878_ENCFF001SUM",324691626,185179234,1.75339112807865
"3883",85,"H3K4me3-human_lung_ENCFF347EMU",103066859,50370689,2.04616734545759
"3884",85,"H3K4me3-human_lung_ENCFF361TGO",85874982,41775242,2.05564295713715
"3885",85,"H3K79me2-human_GM12878_ENCFF001SUN",522840352,288163197,1.81438975359508
"3886",85,"H3K79me2-human_lung_ENCFF292NSP",224690838,107574476,2.08870027867949
"3887",85,"H3K9ac-human_GM12878_ENCFF001SUO",221296024,133249659,1.66076240390229
"3888",85,"H3K9ac-human_lung_ENCFF555OKO",108473675,51487077,2.10681361849304
"3889",85,"H3K9me2-human_lung_ENCFF447MUW",22453646,7775978,2.88756552551975
"3890",85,"H3K9me3-human_GM12878_ENCFF001SUP",1099854836,539366538,2.03916030845799
"3891",85,"H3K9me3-human_lung_ENCFF813YSM",74542639,30399782,2.452078077402
"3892",85,"H4K20me1-human_GM12878_ENCFF001SUQ",1454406415,722115670,2.01409064423155
"3893",85,"H4K20me1-human_lung_ENCFF272PZA",102626582,45394239,2.26078428145915
"3894",85,"10_Rep1_iHMM_GM12878",55654477,23265451,2.39215122027937
"3895",85,"11_Rep2_iHMM_GM12878",900942211,357828059,2.51780761273391
"3896",85,"12_Het1_iHMM_GM12878",152743633,60241709,2.53551294502618
"3897",85,"13_Het2_iHMM_GM12878",448292016,185278244,2.41956101440599
"3898",85,"14_Low1_iHMM_GM12878",864680871,354762932,2.43734841778791
"3899",85,"15_Low2_iHMM_GM12878",1326556378,570455209,2.32543477046241
"3900",85,"16_Low3_iHMM_GM12878",106865197,48345445,2.21045016753905
"3901",85,"17_Unmap_iHMM_GM12878",951485194,727072978,1.30865156977406
"3902",85,"1_Pro_iHMM_GM12878",80358167,46202532,1.73925894364404
"3903",85,"2_Enh1_iHMM_GM12878",164683333,69442161,2.37151797450543
"3904",85,"3_Enh2_iHMM_GM12878",232562481,94941407,2.44953691280349
"3905",85,"4_Egn1_iHMM_GM12878",127052521,55600976,2.28507717202662
"3906",85,"5_Egn2_iHMM_GM12878",92748346,40028756,2.31704292783918
"3907",85,"6_Egn3_iHMM_GM12878",431757944,180155677,2.39658250680604
"3908",85,"7_Egn4_iHMM_GM12878",224508375,97075950,2.31270850298143
"3909",85,"8_Egn5_iHMM_GM12878",73173003,30156712,2.42642510231221
"3910",85,"9_Egn6_iHMM_GM12878",343071693,150264385,2.28312046796718
"3911",86,"All_reads",4340022814,3e+09,1.44667427133333
"3912",86,"H2AFZ-human_GM12878_ENCFF001SUD",427691830,288036491,1.48485293830357
"3913",86,"H2AFZ-human_lung_ENCFF888SIA",96981537,48896494,1.98340472018301
"3914",86,"H3F3A-human_lung_ENCFF926ZHI",187338588,103936536,1.80243247667981
"3915",86,"H3K27ac-human_GM12878_ENCFF001SUG",223161722,166141897,1.34319955429424
"3916",86,"H3K27ac-human_lung_ENCFF371BKL",152102937,89536868,1.69877437526629
"3917",86,"H3K27me3-human_GM12878_ENCFF001SUI",1700071304,1022773586,1.66221666972146
"3918",86,"H3K27me3-human_lung_ENCFF468ZHH",260656010,146540119,1.77873480503998
"3919",86,"H3K36me3-human_GM12878_ENCFF001SUJ",827817910,580278190,1.42658801289774
"3920",86,"H3K36me3-human_GM12878_ENCFF001WYF",250068637,96031201,2.60403529681983
"3921",86,"H3K36me3-human_GM12878_ENCFF001WYH",250331802,94013533,2.66272092976231
"3922",86,"H3K36me3-human_lung_ENCFF457NNG",107507838,59362744,1.81103215174824
"3923",86,"H3K4me1-human_GM12878_ENCFF001SUE",542005216,368077180,1.4725314294138
"3924",86,"H3K4me1-human_lung_ENCFF209XDL",222850902,128997637,1.72755801720616
"3925",86,"H3K4me2-human_GM12878_ENCFF001SUL",287170528,213945450,1.34226050612434
"3926",86,"H3K4me2-human_lung_ENCFF270NMV",188415183,112466077,1.67530679495471
"3927",86,"H3K4me3-human_GM12878_ENCFF001SUF",348976982,245538981,1.42126916296032
"3928",86,"H3K4me3-human_GM12878_ENCFF001SUM",253817432,185179234,1.37065818081956
"3929",86,"H3K4me3-human_lung_ENCFF347EMU",81790556,50370689,1.62377282550175
"3930",86,"H3K4me3-human_lung_ENCFF361TGO",68226836,41775242,1.6331882888913
"3931",86,"H3K79me2-human_GM12878_ENCFF001SUN",405137538,288163197,1.40593088297809
"3932",86,"H3K79me2-human_lung_ENCFF292NSP",177761975,107574476,1.65245494665482
"3933",86,"H3K9ac-human_GM12878_ENCFF001SUO",173385509,133249659,1.30120790027688
"3934",86,"H3K9ac-human_lung_ENCFF555OKO",86000686,51487077,1.67033537367056
"3935",86,"H3K9me2-human_lung_ENCFF447MUW",17512138,7775978,2.25208173171272
"3936",86,"H3K9me3-human_GM12878_ENCFF001SUP",863807394,539366538,1.60152203212873
"3937",86,"H3K9me3-human_lung_ENCFF813YSM",58876087,30399782,1.93672727653113
"3938",86,"H4K20me1-human_GM12878_ENCFF001SUQ",1160444587,722115670,1.60700651600595
"3939",86,"H4K20me1-human_lung_ENCFF272PZA",81445130,45394239,1.79417326502599
"3940",86,"10_Rep1_iHMM_GM12878",45316153,23265451,1.94778742952372
"3941",86,"11_Rep2_iHMM_GM12878",718235143,357828059,2.0072074420525
"3942",86,"12_Het1_iHMM_GM12878",120757688,60241709,2.00455282568428
"3943",86,"13_Het2_iHMM_GM12878",352275177,185278244,1.90133050375844
"3944",86,"14_Low1_iHMM_GM12878",677551810,354762932,1.90987205506578
"3945",86,"15_Low2_iHMM_GM12878",1024690888,570455209,1.79626878996559
"3946",86,"16_Low3_iHMM_GM12878",81826028,48345445,1.69252817923178
"3947",86,"17_Unmap_iHMM_GM12878",743162951,727072978,1.02212979093826
"3948",86,"1_Pro_iHMM_GM12878",62551336,46202532,1.3538508235869
"3949",86,"2_Enh1_iHMM_GM12878",129759054,69442161,1.86859181988878
"3950",86,"3_Enh2_iHMM_GM12878",183761490,94941407,1.93552524453319
"3951",86,"4_Egn1_iHMM_GM12878",98413659,55600976,1.76999876764753
"3952",86,"5_Egn2_iHMM_GM12878",71578189,40028756,1.78816921015482
"3953",86,"6_Egn3_iHMM_GM12878",354107431,180155677,1.96556354424513
"3954",86,"7_Egn4_iHMM_GM12878",176099019,97075950,1.81403343464576
"3955",86,"8_Egn5_iHMM_GM12878",58287825,30156712,1.93283090676464
"3956",86,"9_Egn6_iHMM_GM12878",265707096,150264385,1.76826395689171
"3957",87,"All_reads",5163002709,3e+09,1.721000903
"3958",87,"H2AFZ-human_GM12878_ENCFF001SUD",502270141,288036491,1.74377260067371
"3959",87,"H2AFZ-human_lung_ENCFF888SIA",115108282,48896494,2.35412138138166
"3960",87,"H3F3A-human_lung_ENCFF926ZHI",216761809,103936536,2.08552081243116
"3961",87,"H3K27ac-human_GM12878_ENCFF001SUG",259032524,166141897,1.55910416744549
"3962",87,"H3K27ac-human_lung_ENCFF371BKL",177092676,89536868,1.97787436567471
"3963",87,"H3K27me3-human_GM12878_ENCFF001SUI",1990214910,1022773586,1.94589979370077
"3964",87,"H3K27me3-human_lung_ENCFF468ZHH",299782790,146540119,2.04573868266068
"3965",87,"H3K36me3-human_GM12878_ENCFF001SUJ",964703987,580278190,1.66248534517556
"3966",87,"H3K36me3-human_GM12878_ENCFF001WYF",277844413,96031201,2.89327229178358
"3967",87,"H3K36me3-human_GM12878_ENCFF001WYH",276845192,94013533,2.94473766877796
"3968",87,"H3K36me3-human_lung_ENCFF457NNG",125342221,59362744,2.11146272146719
"3969",87,"H3K4me1-human_GM12878_ENCFF001SUE",629504054,368077180,1.71025015460073
"3970",87,"H3K4me1-human_lung_ENCFF209XDL",259985100,128997637,2.01542529030978
"3971",87,"H3K4me2-human_GM12878_ENCFF001SUL",332042211,213945450,1.55199473043245
"3972",87,"H3K4me2-human_lung_ENCFF270NMV",219240111,112466077,1.94938880103376
"3973",87,"H3K4me3-human_GM12878_ENCFF001SUF",406550082,245538981,1.65574557792923
"3974",87,"H3K4me3-human_GM12878_ENCFF001SUM",294238168,185179234,1.58893716992047
"3975",87,"H3K4me3-human_lung_ENCFF347EMU",94936957,50370689,1.88476590026394
"3976",87,"H3K4me3-human_lung_ENCFF361TGO",79161517,41775242,1.8949385619358
"3977",87,"H3K79me2-human_GM12878_ENCFF001SUN",471604979,288163197,1.63658990429649
"3978",87,"H3K79me2-human_lung_ENCFF292NSP",206631550,107574476,1.92082320717044
"3979",87,"H3K9ac-human_GM12878_ENCFF001SUO",198526808,133249659,1.4898860491643
"3980",87,"H3K9ac-human_lung_ENCFF555OKO",99825878,51487077,1.93885308346403
"3981",87,"H3K9me2-human_lung_ENCFF447MUW",21156191,7775978,2.72071127258848
"3982",87,"H3K9me3-human_GM12878_ENCFF001SUP",1029874967,539366538,1.90941575800907
"3983",87,"H3K9me3-human_lung_ENCFF813YSM",70083179,30399782,2.30538426229504
"3984",87,"H4K20me1-human_GM12878_ENCFF001SUQ",1329042269,722115670,1.84048390613099
"3985",87,"H4K20me1-human_lung_ENCFF272PZA",93692766,45394239,2.06397921991819
"3986",87,"10_Rep1_iHMM_GM12878",50068693,23265451,2.15206199957181
"3987",87,"11_Rep2_iHMM_GM12878",851227874,357828059,2.37887402228566
"3988",87,"12_Het1_iHMM_GM12878",142959933,60241709,2.37310553390841
"3989",87,"13_Het2_iHMM_GM12878",428300163,185278244,2.31165923075134
"3990",87,"14_Low1_iHMM_GM12878",812480649,354762932,2.29020727847632
"3991",87,"15_Low2_iHMM_GM12878",1254241874,570455209,2.19866845672015
"3992",87,"16_Low3_iHMM_GM12878",100577671,48345445,2.08039601248887
"3993",87,"17_Unmap_iHMM_GM12878",894474550,727072978,1.23024039823414
"3994",87,"1_Pro_iHMM_GM12878",71016256,46202532,1.53706415916773
"3995",87,"2_Enh1_iHMM_GM12878",151707754,69442161,2.18466349283111
"3996",87,"3_Enh2_iHMM_GM12878",216028816,94941407,2.27539092611088
"3997",87,"4_Egn1_iHMM_GM12878",113908014,55600976,2.04866932551688
"3998",87,"5_Egn2_iHMM_GM12878",83656827,40028756,2.08991823278245
"3999",87,"6_Egn3_iHMM_GM12878",393628297,180155677,2.18493418333967
"4000",87,"7_Egn4_iHMM_GM12878",202369394,97075950,2.08465015279274
"4001",87,"8_Egn5_iHMM_GM12878",67985235,30156712,2.25439812536592
"4002",87,"9_Egn6_iHMM_GM12878",310274850,150264385,2.06485954739042
"4003",88,"All_reads",5370999601,3e+09,1.79033320033333
"4004",88,"H2AFZ-human_GM12878_ENCFF001SUD",535493579,288036491,1.85911714568138
"4005",88,"H2AFZ-human_lung_ENCFF888SIA",118121783,48896494,2.41575158742465
"4006",88,"H3F3A-human_lung_ENCFF926ZHI",228760246,103936536,2.2009608440289
"4007",88,"H3K27ac-human_GM12878_ENCFF001SUG",283580632,166141897,1.70685803593539
"4008",88,"H3K27ac-human_lung_ENCFF371BKL",186673779,89536868,2.08488171598765
"4009",88,"H3K27me3-human_GM12878_ENCFF001SUI",2097733305,1022773586,2.05102413057429
"4010",88,"H3K27me3-human_lung_ENCFF468ZHH",315271624,146540119,2.1514355669385
"4011",88,"H3K36me3-human_GM12878_ENCFF001SUJ",1033655242,580278190,1.78130982658507
"4012",88,"H3K36me3-human_GM12878_ENCFF001WYF",304650797,96031201,3.17241473424872
"4013",88,"H3K36me3-human_GM12878_ENCFF001WYH",304564593,94013533,3.23958246521807
"4014",88,"H3K36me3-human_lung_ENCFF457NNG",131356905,59362744,2.21278357685083
"4015",88,"H3K4me1-human_GM12878_ENCFF001SUE",683172765,368077180,1.85605846306473
"4016",88,"H3K4me1-human_lung_ENCFF209XDL",273298039,128997637,2.11862825828352
"4017",88,"H3K4me2-human_GM12878_ENCFF001SUL",364056105,213945450,1.70163050908538
"4018",88,"H3K4me2-human_lung_ENCFF270NMV",231328455,112466077,2.05687315829466
"4019",88,"H3K4me3-human_GM12878_ENCFF001SUF",443131259,245538981,1.80472875302842
"4020",88,"H3K4me3-human_GM12878_ENCFF001SUM",324174320,185179234,1.75059758590426
"4021",88,"H3K4me3-human_lung_ENCFF347EMU",100594609,50370689,1.99708622210826
"4022",88,"H3K4me3-human_lung_ENCFF361TGO",83810272,41775242,2.00621870724292
"4023",88,"H3K79me2-human_GM12878_ENCFF001SUN",513244857,288163197,1.78109093160845
"4024",88,"H3K79me2-human_lung_ENCFF292NSP",218060167,107574476,2.02706232099146
"4025",88,"H3K9ac-human_GM12878_ENCFF001SUO",222564926,133249659,1.67028514496986
"4026",88,"H3K9ac-human_lung_ENCFF555OKO",105613774,51487077,2.05126762197046
"4027",88,"H3K9me2-human_lung_ENCFF447MUW",21245706,7775978,2.73222300783258
"4028",88,"H3K9me3-human_GM12878_ENCFF001SUP",1068921608,539366538,1.98180927568035
"4029",88,"H3K9me3-human_lung_ENCFF813YSM",71182974,30399782,2.34156198883268
"4030",88,"H4K20me1-human_GM12878_ENCFF001SUQ",1444676087,722115670,2.00061589440373
"4031",88,"H4K20me1-human_lung_ENCFF272PZA",99555135,45394239,2.19312267796801
"4032",88,"10_Rep1_iHMM_GM12878",55229900,23265451,2.37390197164027
"4033",88,"11_Rep2_iHMM_GM12878",884038647,357828059,2.47056826530197
"4034",88,"12_Het1_iHMM_GM12878",147473798,60241709,2.44803476607876
"4035",88,"13_Het2_iHMM_GM12878",431889025,185278244,2.33102935172464
"4036",88,"14_Low1_iHMM_GM12878",838760516,354762932,2.36428454143005
"4037",88,"15_Low2_iHMM_GM12878",1281800516,570455209,2.24697837056651
"4038",88,"16_Low3_iHMM_GM12878",101152273,48345445,2.09228135142825
"4039",88,"17_Unmap_iHMM_GM12878",916223908,727072978,1.2601539814068
"4040",88,"1_Pro_iHMM_GM12878",80662893,46202532,1.7458543830455
"4041",88,"2_Enh1_iHMM_GM12878",162473174,69442161,2.33969063837169
"4042",88,"3_Enh2_iHMM_GM12878",227210274,94941407,2.39316312217703
"4043",88,"4_Egn1_iHMM_GM12878",123644356,55600976,2.2237803163743
"4044",88,"5_Egn2_iHMM_GM12878",90197651,40028756,2.25332136227266
"4045",88,"6_Egn3_iHMM_GM12878",431171663,180155677,2.39332820469488
"4046",88,"7_Egn4_iHMM_GM12878",216735519,97075950,2.23263866075995
"4047",88,"8_Egn5_iHMM_GM12878",74516259,30156712,2.47096762405663
"4048",88,"9_Egn6_iHMM_GM12878",327735980,150264385,2.18106226568591
"4049",89,"All_reads",4872380614,3e+09,1.62412687133333
"4050",89,"H2AFZ-human_GM12878_ENCFF001SUD",482914066,288036491,1.67657252150041
"4051",89,"H2AFZ-human_lung_ENCFF888SIA",107147283,48896494,2.19130809255976
"4052",89,"H3F3A-human_lung_ENCFF926ZHI",207866511,103936536,1.99993687494068
"4053",89,"H3K27ac-human_GM12878_ENCFF001SUG",251543072,166141897,1.51402552000475
"4054",89,"H3K27ac-human_lung_ENCFF371BKL",169163441,89536868,1.88931604129821
"4055",89,"H3K27me3-human_GM12878_ENCFF001SUI",1914291933,1022773586,1.87166735551577
"4056",89,"H3K27me3-human_lung_ENCFF468ZHH",290489031,146540119,1.98231742257559
"4057",89,"H3K36me3-human_GM12878_ENCFF001SUJ",922677577,580278190,1.59006075516986
"4058",89,"H3K36me3-human_GM12878_ENCFF001WYF",279657664,96031201,2.91215418622121
"4059",89,"H3K36me3-human_GM12878_ENCFF001WYH",280411318,94013533,2.98266971841171
"4060",89,"H3K36me3-human_lung_ENCFF457NNG",119152620,59362744,2.00719528733375
"4061",89,"H3K4me1-human_GM12878_ENCFF001SUE",611029951,368077180,1.66005931419057
"4062",89,"H3K4me1-human_lung_ENCFF209XDL",248238953,128997637,1.9243682192411
"4063",89,"H3K4me2-human_GM12878_ENCFF001SUL",324040090,213945450,1.51459210747412
"4064",89,"H3K4me2-human_lung_ENCFF270NMV",210170281,112466077,1.86874377239992
"4065",89,"H3K4me3-human_GM12878_ENCFF001SUF",393851321,245538981,1.60402767575223
"4066",89,"H3K4me3-human_GM12878_ENCFF001SUM",287134835,185179234,1.55057793899288
"4067",89,"H3K4me3-human_lung_ENCFF347EMU",91409072,50370689,1.81472744992629
"4068",89,"H3K4me3-human_lung_ENCFF361TGO",76197980,41775242,1.82399853003844
"4069",89,"H3K79me2-human_GM12878_ENCFF001SUN",452794750,288163197,1.57131359838432
"4070",89,"H3K79me2-human_lung_ENCFF292NSP",197900019,107574476,1.83965589569779
"4071",89,"H3K9ac-human_GM12878_ENCFF001SUO",197594606,133249659,1.48289014383144
"4072",89,"H3K9ac-human_lung_ENCFF555OKO",95925984,51487077,1.86310797950328
"4073",89,"H3K9me2-human_lung_ENCFF447MUW",19282840,7775978,2.47979611053426
"4074",89,"H3K9me3-human_GM12878_ENCFF001SUP",972421989,539366538,1.80289639881219
"4075",89,"H3K9me3-human_lung_ENCFF813YSM",65208859,30399782,2.14504363879978
"4076",89,"H4K20me1-human_GM12878_ENCFF001SUQ",1313751088,722115670,1.81930837756228
"4077",89,"H4K20me1-human_lung_ENCFF272PZA",90526335,45394239,1.99422519232011
"4078",89,"10_Rep1_iHMM_GM12878",51490597,23265451,2.21317854530308
"4079",89,"11_Rep2_iHMM_GM12878",806246141,357828059,2.25316634825443
"4080",89,"12_Het1_iHMM_GM12878",136471825,60241709,2.26540427330838
"4081",89,"13_Het2_iHMM_GM12878",397936425,185278244,2.14777739905609
"4082",89,"14_Low1_iHMM_GM12878",757535506,354762932,2.13532880036069
"4083",89,"15_Low2_iHMM_GM12878",1153729348,570455209,2.02247140493725
"4084",89,"16_Low3_iHMM_GM12878",90620664,48345445,1.8744405807
"4085",89,"17_Unmap_iHMM_GM12878",831764366,727072978,1.14399020616607
"4086",89,"1_Pro_iHMM_GM12878",70684953,46202532,1.5298934915515
"4087",89,"2_Enh1_iHMM_GM12878",145867409,69442161,2.10055975936578
"4088",89,"3_Enh2_iHMM_GM12878",205157964,94941407,2.16089028467842
"4089",89,"4_Egn1_iHMM_GM12878",108715989,55600976,1.9552892201029
"4090",89,"5_Egn2_iHMM_GM12878",79395579,40028756,1.98346356304453
"4091",89,"6_Egn3_iHMM_GM12878",402425732,180155677,2.23376658843784
"4092",89,"7_Egn4_iHMM_GM12878",193759093,97075950,1.99595361157939
"4093",89,"8_Egn5_iHMM_GM12878",67061978,30156712,2.22378281823297
"4094",89,"9_Egn6_iHMM_GM12878",292184717,150264385,1.94447085382208
"4095",90,"All_reads",4781995345,3e+09,1.59399844833333
"4096",90,"H2AFZ-human_GM12878_ENCFF001SUD",476279233,288036491,1.65353782552503
"4097",90,"H2AFZ-human_lung_ENCFF888SIA",105553440,48896494,2.15871182911396
"4098",90,"H3F3A-human_lung_ENCFF926ZHI",205283846,103936536,1.97508839432555
"4099",90,"H3K27ac-human_GM12878_ENCFF001SUG",250639094,166141897,1.50858452037538
"4100",90,"H3K27ac-human_lung_ENCFF371BKL",167423428,89536868,1.86988256055595
"4101",90,"H3K27me3-human_GM12878_ENCFF001SUI",1882339863,1022773586,1.8404267462183
